../../../Project_WorkCell/Scene.wc.xml
CylinderRed
x y #collisionFreeSolutions
-0.0975 -0.035 1719
-0.065 -0.035 1833
-0.0325 -0.035 1925
0 -0.035 1984
0.0325 -0.035 2036
0.065 -0.035 2073
0.0975 -0.035 2088
0.13 -0.035 2054
0.1625 -0.035 1986
0.195 -0.035 1912
0.2275 -0.035 1782
0.26 -0.035 1647
0.2925 -0.035 1384
0.325 -0.035 1174
-0.325 -1.80411e-16 887
-0.2925 -1.80411e-16 1015
-0.26 -1.80411e-16 1133
-0.2275 -1.80411e-16 1252
-0.195 -1.80411e-16 1434
-0.1625 -1.80411e-16 1590
-0.13 -1.80411e-16 1719
-0.0975 -1.80411e-16 1859
-0.065 -1.80411e-16 1962
-0.0325 -1.80411e-16 2044
0 -1.80411e-16 2108
0.0325 -1.80411e-16 2158
0.065 -1.80411e-16 2164
0.0975 -1.80411e-16 2157
0.13 -1.80411e-16 2121
0.1625 -1.80411e-16 2049
0.195 -1.80411e-16 1945
0.2275 -1.80411e-16 1810
0.26 -1.80411e-16 1644
0.2925 -1.80411e-16 1382
0.325 -1.80411e-16 1116
-0.325 0.035 942
-0.2925 0.035 1061
-0.26 0.035 1186
-0.2275 0.035 1350
-0.195 0.035 1490
-0.1625 0.035 1626
-0.13 0.035 1748
-0.0975 0.035 1860
-0.065 0.035 1989
-0.0325 0.035 2084
0 0.035 2145
0.0325 0.035 2176
0.065 0.035 2193
0.0975 0.035 2167
0.13 0.035 2131
0.1625 0.035 2037
0.195 0.035 1950
0.2275 0.035 1826
0.26 0.035 1641
0.2925 0.035 1367
0.325 0.035 1102
-0.325 0.07 771
-0.2925 0.07 959
-0.26 0.07 1152
-0.2275 0.07 1350
-0.195 0.07 1476
-0.1625 0.07 1575
-0.13 0.07 1686
-0.0975 0.07 1770
-0.065 0.07 1871
-0.0325 0.07 1969
0 0.07 2071
0.0325 0.07 2125
0.065 0.07 2139
0.0975 0.07 2122
0.13 0.07 2094
0.1625 0.07 2020
0.195 0.07 1917
0.2275 0.07 1820
0.26 0.07 1638
0.2925 0.07 1366
0.325 0.07 1095
-0.325 0.105 839
-0.2925 0.105 932
-0.26 0.105 1058
-0.2275 0.105 1142
-0.195 0.105 1217
-0.1625 0.105 1301
-0.13 0.105 1382
-0.0975 0.105 1492
-0.065 0.105 1618
-0.0325 0.105 1740
0 0.105 1821
0.0325 0.105 1884
0.065 0.105 1934
0.0975 0.105 1992
0.13 0.105 1976
0.1625 0.105 1940
0.195 0.105 1864
0.2275 0.105 1771
0.26 0.105 1592
0.2925 0.105 1332
0.325 0.105 1048
-0.325 0.14 907
-0.2925 0.14 1036
-0.26 0.14 1129
-0.2275 0.14 1204
-0.195 0.14 1257
-0.1625 0.14 1291
-0.13 0.14 1312
-0.0975 0.14 1321
-0.065 0.14 1331
-0.0325 0.14 1358
0 0.14 1380
0.0325 0.14 1409
0.065 0.14 1437
0.0975 0.14 1479
0.13 0.14 1531
0.1625 0.14 1639
0.195 0.14 1684
0.2275 0.14 1603
0.26 0.14 1482
0.2925 0.14 1225
0.325 0.14 862
-0.325 0.175 955
-0.2925 0.175 1080
-0.26 0.175 1158
-0.2275 0.175 1228
-0.195 0.175 1279
-0.1625 0.175 1299
-0.13 0.175 1306
-0.0975 0.175 1303
-0.065 0.175 1293
-0.0325 0.175 1282
0 0.175 1255
0.0325 0.175 1215
0.065 0.175 1192
0.0975 0.175 1164
0.13 0.175 1130
0.1625 0.175 1090
0.195 0.175 1047
0.2275 0.175 992
0.26 0.175 1023
0.2925 0.175 903
0.325 0.175 598
