../../Project_WorkCell/Scene.wc.xml
CylinderBlue
x y #collisionFreeSolutions
0.2925 -0.07 1640
0.325 -0.07 1479
-0.325 -0.035 3450
-0.2925 -0.035 3457
-0.26 -0.035 3474
-0.2275 -0.035 3469
-0.195 -0.035 3457
-0.1625 -0.035 3437
-0.13 -0.035 3412
-0.0975 -0.035 3380
-0.065 -0.035 3347
-0.0325 -0.035 3289
0 -0.035 3234
0.0325 -0.035 3156
0.065 -0.035 3061
0.0975 -0.035 2963
0.13 -0.035 2837
0.1625 -0.035 2694
0.195 -0.035 2497
0.2275 -0.035 2216
0.26 -0.035 2004
0.2925 -0.035 1814
0.325 -0.035 1638
-0.325 -1.80411e-16 3495
-0.2925 -1.80411e-16 3512
-0.26 -1.80411e-16 3510
-0.2275 -1.80411e-16 3505
-0.195 -1.80411e-16 3504
-0.1625 -1.80411e-16 3489
-0.13 -1.80411e-16 3461
-0.0975 -1.80411e-16 3433
-0.065 -1.80411e-16 3402
-0.0325 -1.80411e-16 3363
0 -1.80411e-16 3299
0.0325 -1.80411e-16 3237
0.065 -1.80411e-16 3161
0.0975 -1.80411e-16 3059
0.13 -1.80411e-16 2955
0.1625 -1.80411e-16 2809
0.195 -1.80411e-16 2651
0.2275 -1.80411e-16 2419
0.26 -1.80411e-16 2201
0.2925 -1.80411e-16 1943
0.325 -1.80411e-16 1756
-0.325 0.035 3490
-0.2925 0.035 3488
-0.26 0.035 3502
-0.2275 0.035 3506
-0.195 0.035 3497
-0.1625 0.035 3481
-0.13 0.035 3455
-0.0975 0.035 3420
-0.065 0.035 3393
-0.0325 0.035 3346
0 0.035 3295
0.0325 0.035 3228
0.065 0.035 3161
0.0975 0.035 3071
0.13 0.035 2949
0.1625 0.035 2799
0.195 0.035 2600
0.2275 0.035 2418
0.26 0.035 2233
0.2925 0.035 1987
0.325 0.035 1775
-0.325 0.07 3394
-0.2925 0.07 3416
-0.26 0.07 3422
-0.2275 0.07 3418
-0.195 0.07 3413
-0.1625 0.07 3372
-0.13 0.07 3327
-0.0975 0.07 3264
-0.065 0.07 3187
-0.0325 0.07 3106
0 0.07 2999
0.0325 0.07 2889
0.065 0.07 2699
0.0975 0.07 2548
0.13 0.07 2388
0.1625 0.07 2216
0.195 0.07 2059
0.2275 0.07 1828
0.26 0.07 1630
0.2925 0.07 1434
0.325 0.07 1207
-0.325 0.105 2820
-0.2925 0.105 2869
-0.26 0.105 2911
-0.2275 0.105 2907
-0.195 0.105 2870
-0.1625 0.105 2789
-0.13 0.105 2677
-0.0975 0.105 2477
-0.065 0.105 2270
-0.0325 0.105 2135
0 0.105 2030
0.0325 0.105 1960
0.065 0.105 1879
0.0975 0.105 1793
0.13 0.105 1741
0.1625 0.105 1700
0.195 0.105 1646
0.2275 0.105 1596
0.26 0.105 1524
0.2925 0.105 1408
0.325 0.105 1291
-0.325 0.14 1884
-0.2925 0.14 1887
-0.26 0.14 2001
-0.2275 0.14 1990
-0.195 0.14 1850
-0.1625 0.14 1831
-0.13 0.14 1815
-0.0975 0.14 1810
-0.065 0.14 1782
-0.0325 0.14 1761
0 0.14 1743
0.0325 0.14 1751
0.065 0.14 1755
0.0975 0.14 1757
0.13 0.14 1746
0.1625 0.14 1725
0.195 0.14 1685
0.2275 0.14 1630
0.26 0.14 1565
0.2925 0.14 1473
0.325 0.14 1374
-0.325 0.175 1238
