noise, trial, errorR, errorG, errorB
0.007	0	1.36526	1.39175	1.39684	
0.007	1	0.0138339	0.0150697	0.0169357	
0.007	2	0.0120007	1.39175	1.39684	
0.007	3	1.36526	1.39175	1.39684	
0.007	4	0.0116747	0.0112054	0.0156554	
0.007	5	1.36526	1.39175	1.39684	
0.007	6	1.36526	1.39175	1.39684	
0.007	7	1.36526	1.39175	1.39684	
0.007	8	0.0141716	0.0143503	0.0170172	
0.007	9	1.36526	1.39175	1.39684	
0.007	10	0.0129057	1.39175	1.39684	
0.007	11	1.36526	1.39175	1.39684	
0.007	12	1.36526	1.39175	1.39684	
0.007	13	0.0113141	0.0143682	0.016466	
0.007	14	0.012398	1.39175	1.39684	
0.007	15	1.36526	1.39175	1.39684	
0.007	16	0.0123963	0.0123117	0.0166953	
0.007	17	0.013446	0.0144136	0.0162877	
0.007	18	1.36526	1.39175	1.39684	
0.007	19	0.485921	1.39175	1.39684	
0.008	0	0.0124562	0.0132409	0.0180128	
0.008	1	0.0140707	0.0143056	0.0152611	
0.008	2	1.36526	1.39175	1.39684	
0.008	3	0.0157798	0.0144505	1.39684	
0.008	4	0.0149166	0.0170058	0.0175029	
0.008	5	1.36526	1.39175	1.39684	
0.008	6	0.0152099	1.39175	1.39684	
0.008	7	1.36526	1.39175	1.39684	
0.008	8	0.0155136	0.0159948	0.0174999	
0.008	9	0.0154688	0.0147709	0.0172331	
0.008	10	0.0143063	0.0148042	0.0183347	
0.008	11	1.36526	1.39175	1.39684	
0.008	12	0.0176554	0.0153219	0.0166822	
0.008	13	1.36526	1.39175	1.39684	
0.008	14	1.36526	1.39175	1.39684	
0.008	15	1.36526	1.39175	1.39684	
0.008	16	0.0149134	0.0158886	0.0186032	
0.008	17	1.36526	1.39175	1.39684	
0.008	18	1.36526	1.39175	1.39684	
0.008	19	0.0154465	0.0154387	0.018922	
0.009	0	1.36526	1.39175	1.39684	
0.009	1	0.0160624	1.39175	1.39684	
0.009	2	0.0162628	0.0172378	0.0198222	
0.009	3	1.36526	1.39175	1.39684	
0.009	4	1.36526	1.39175	1.39684	
0.009	5	1.36526	1.39175	1.39684	
0.009	6	0.0173154	0.0166237	0.0176948	
0.009	7	1.36526	1.39175	1.39684	
0.009	8	0.250519	0.256112	1.39684	
0.009	9	1.36526	1.39175	1.39684	
0.009	10	1.36526	1.39175	1.39684	
0.009	11	1.36526	1.39175	1.39684	
0.009	12	0.0296405	0.0159656	0.0218867	
0.009	13	1.36526	1.39175	1.39684	
0.009	14	0.0169257	0.016983	0.0187243	
0.009	15	0.252266	0.256045	1.39684	
0.009	16	1.36526	1.39175	1.39684	
0.009	17	1.36526	1.39175	1.39684	
0.009	18	1.36526	1.39175	1.39684	
0.009	19	0.0145896	0.0175043	0.019086	
0.01	0	0.0236154	0.0188595	0.0187164	
0.01	1	1.36526	1.39175	1.39684	
0.01	2	0.0174787	0.0180022	0.0235963	
0.01	3	1.36526	1.39175	1.39684	
0.01	4	1.36526	1.39175	1.39684	
0.01	5	0.0165271	0.0172268	0.0219153	
0.01	6	1.36526	1.39175	1.39684	
0.01	7	1.36526	1.39175	1.39684	
0.01	8	0.0182078	0.015522	0.0223301	
0.01	9	0.0167368	0.0193308	0.0227615	
0.01	10	0.0189717	0.0177773	0.0181294	
0.01	11	1.36526	1.39175	1.39684	
0.01	12	1.36526	1.39175	1.39684	
0.01	13	1.36526	1.39175	1.39684	
0.01	14	1.36526	1.39175	1.39684	
0.01	15	1.36526	1.39175	1.39684	
0.01	16	0.0179317	0.0197126	0.0222812	
0.01	17	1.36526	1.39175	1.39684	
0.01	18	1.36526	1.39175	1.39684	
0.01	19	0.018234	0.0173054	0.022113	
0.011	0	1.36526	1.39175	1.39684	
0.011	1	1.36526	1.39175	1.39684	
