noise, trial, errorR, errorG, errorB
0.011	2	1.36526	1.39175	1.39684	
0.011	3	1.36526	1.39175	1.39684	
0.011	4	1.36526	1.39175	1.39684	
0.011	5	0.196363	1.39175	1.39684	
0.011	6	0.0189757	1.39175	1.39684	
0.011	7	0.251276	0.256092	1.39684	
0.011	8	0.139755	1.39175	1.39684	
0.011	9	1.36526	1.39175	1.39684	
0.011	10	1.36526	1.39175	1.39684	
0.011	11	1.36526	1.39175	1.39684	
0.011	12	0.251596	0.256729	1.39684	
0.011	13	0.0216596	0.0204857	0.02003	
0.011	14	1.36526	1.39175	1.39684	
0.011	15	0.0191131	0.0200164	0.0206679	
0.011	16	1.36526	1.39175	1.39684	
0.011	17	1.36526	1.39175	1.39684	
0.011	18	0.858999	0.483805	1.39684	
0.011	19	1.36526	1.39175	1.39684	
0.012	0	1.36526	1.39175	1.39684	
0.012	1	1.36526	1.39175	1.39684	
0.012	2	1.36526	1.39175	1.39684	
0.012	3	0.0202167	0.0218653	0.0248607	
0.012	4	1.36526	1.39175	1.39684	
0.012	5	1.36526	1.39175	1.39684	
0.012	6	1.36526	1.39175	1.39684	
0.012	7	1.36526	1.39175	1.39684	
0.012	8	1.36526	1.39175	1.39684	
0.012	9	0.0195842	1.39175	1.39684	
0.012	10	1.36526	1.39175	1.39684	
0.012	11	1.36526	1.39175	1.39684	
0.012	12	1.36526	1.39175	1.39684	
0.012	13	0.0206895	1.39175	1.39684	
0.012	14	1.36526	1.39175	1.39684	
0.012	15	1.36526	1.39175	1.39684	
0.012	16	0.511205	1.39175	1.39684	
0.012	17	1.36526	1.39175	1.39684	
0.012	18	1.36526	1.39175	1.39684	
0.012	19	0.0230208	1.39175	1.39684	
0.013	0	1.36526	1.39175	1.39684	
0.013	1	0.730638	1.39175	1.39684	
0.013	2	0.0274777	1.39175	1.39684	
0.013	3	1.36526	1.39175	1.39684	
0.013	4	0.0295136	0.0227995	0.0225015	
0.013	5	1.36526	1.39175	1.39684	
0.013	6	0.0207473	1.39175	1.39684	
0.013	7	1.36526	1.39175	1.39684	
0.013	8	1.36526	1.39175	1.39684	
0.013	9	0.0237346	1.39175	1.39684	
0.013	10	1.36526	1.39175	1.39684	
0.013	11	1.36526	1.39175	1.39684	
0.013	12	1.36526	1.39175	1.39684	
0.013	13	0.0387796	0.0254641	0.0249522	
0.013	14	1.36526	1.39175	1.39684	
0.013	15	1.36526	1.39175	1.39684	
0.013	16	0.022597	0.0229258	0.0222053	
0.013	17	1.36526	1.39175	1.39684	
0.013	18	1.36526	1.39175	1.39684	
0.013	19	0.0194882	1.39175	1.39684	
0.014	0	1.36526	1.39175	1.39684	
0.014	1	1.36526	1.39175	1.39684	
0.014	2	1.36526	1.39175	1.39684	
0.014	3	0.034455	0.0316028	0.0301579	
0.014	4	1.36526	1.39175	1.39684	
0.014	5	0.0226041	1.39175	1.39684	
0.014	6	1.36526	1.39175	1.39684	
0.014	7	1.36526	1.39175	1.39684	
0.014	8	0.0247308	0.0263929	0.0241755	
0.014	9	0.0213101	1.39175	1.39684	
0.014	10	0.126266	0.94142	1.39684	
0.014	11	0.0211173	0.0227022	0.0275263	
0.014	12	1.36526	1.39175	1.39684	
0.014	13	1.36526	1.39175	1.39684	
0.014	14	1.36526	1.39175	1.39684	
0.014	15	1.36526	1.39175	1.39684	
0.014	16	1.36526	1.39175	1.39684	
0.014	17	0.0243285	0.0234526	0.024992	
0.014	18	1.36526	1.39175	1.39684	
0.014	19	1.36526	1.39175	1.39684	
0.015	0	0.0325657	0.0249874	0.0237688	
0.015	1	1.36526	1.39175	1.39684	
0.015	2	0.0243791	0.0250738	0.0246528	
0.015	3	1.36526	1.39175	1.39684	
0.015	4	1.36526	1.39175	1.39684	
0.015	5	1.36526	1.39175	1.39684	
0.015	6	0.0469743	0.0301651	0.0477104	
0.015	7	1.36526	1.39175	1.39684	
0.015	8	1.36526	1.39175	1.39684	
0.015	9	1.36526	1.39175	1.39684	
0.015	10	1.36526	1.39175	1.39684	
0.015	11	0.036939	0.0299252	0.0287248	
0.015	12	1.36526	1.39175	1.39684	
0.015	13	1.36526	1.39175	1.39684	
0.015	14	1.36526	1.39175	1.39684	
0.015	15	1.36526	1.39175	1.39684	
0.015	16	0.0271755	1.39175	1.39684	
0.015	17	1.36526	1.39175	1.39684	
0.015	18	1.36526	1.39175	1.39684	
0.015	19	1.36526	1.39175	1.39684	
0.016	0	1.36526	1.39175	1.39684	
0.016	1	1.36526	1.39175	1.39684	
0.016	2	0.499331	1.39175	1.39684	
0.016	3	1.36526	1.39175	1.39684	
0.016	4	1.36526	1.39175	1.39684	
0.016	5	1.36526	1.39175	1.39684	
0.016	6	1.36526	1.39175	1.39684	
0.016	7	1.36526	1.39175	1.39684	
0.016	8	0.0240502	1.39175	1.39684	
0.016	9	1.36526	1.39175	1.39684	
0.016	10	0.254626	0.256822	1.39684	
0.016	11	1.36526	1.39175	1.39684	
0.016	12	1.36526	1.39175	1.39684	
0.016	13	1.36526	1.39175	1.39684	
0.016	14	1.36526	1.39175	1.39684	
0.016	15	1.36526	1.39175	1.39684	
0.016	16	1.36526	1.39175	1.39684	
0.016	17	0.0288208	0.0293841	0.0319253	
0.016	18	0.0525374	0.0332416	0.0312971	
0.016	19	1.36526	1.39175	1.39684	
0.017	0	1.36526	1.39175	1.39684	
0.017	1	1.36526	1.39175	1.39684	
0.017	2	1.36526	1.39175	1.39684	
0.017	3	1.36526	1.39175	1.39684	
0.017	4	1.36526	1.39175	1.39684	
0.017	5	1.36526	1.39175	1.39684	
0.017	6	1.36526	1.39175	1.39684	
0.017	7	0.139244	1.39175	1.39684	
0.017	8	0.0340743	0.0343767	0.0410799	
0.017	9	0.0279293	0.0302318	0.0380715	
0.017	10	0.0426034	1.39175	1.39684	
0.017	11	1.36526	1.39175	1.39684	
0.017	12	1.36526	1.39175	1.39684	
0.017	13	1.36526	1.39175	1.39684	
0.017	14	1.36526	1.39175	1.39684	
0.017	15	1.36526	1.39175	1.39684	
0.017	16	1.36526	1.39175	1.39684	
0.017	17	1.36526	1.39175	1.39684	
0.017	18	1.36526	1.39175	1.39684	
0.017	19	1.36526	1.39175	1.39684	
0.018	0	1.36526	1.39175	1.39684	
0.018	1	1.36526	1.39175	1.39684	
0.018	2	1.36526	1.39175	1.39684	
0.018	3	1.36526	1.39175	1.39684	
0.018	4	1.36526	1.39175	1.39684	
0.018	5	1.36526	1.39175	1.39684	
0.018	6	0.0693603	0.0387526	0.0336021	
0.018	7	0.031053	0.0359165	0.0345715	
0.018	8	1.36526	1.39175	1.39684	
0.018	9	1.36526	1.39175	1.39684	
0.018	10	1.36526	1.39175	1.39684	
0.018	11	1.36526	1.39175	1.39684	
0.018	12	1.36526	1.39175	1.39684	
0.018	13	1.36526	1.39175	1.39684	
0.018	14	1.36526	1.39175	1.39684	
0.018	15	1.36526	1.39175	1.39684	
0.018	16	0.0265329	0.0283701	0.0283349	
0.018	17	1.36526	1.39175	1.39684	
0.018	18	1.36526	1.39175	1.39684	
0.018	19	1.36526	1.39175	1.39684	
0.019	0	0.569927	0.349735	1.39684	
0.019	1	1.36526	1.39175	1.39684	
0.019	2	1.36526	1.39175	1.39684	
0.019	3	1.36526	1.39175	1.39684	
0.019	4	1.36526	1.39175	1.39684	
0.019	5	1.36526	1.39175	1.39684	
0.019	6	1.36526	1.39175	1.39684	
0.019	7	1.36526	1.39175	1.39684	
0.019	8	0.0350259	0.0386138	0.0305352	
0.019	9	1.36526	1.39175	1.39684	
0.019	10	0.0371644	0.0341453	0.032669	
0.019	11	1.36526	1.39175	1.39684	
0.019	12	0.0465529	0.0443022	0.0402862	
0.019	13	1.36526	1.39175	1.39684	
0.019	14	1.36526	1.39175	1.39684	
0.019	15	1.36526	1.39175	1.39684	
0.019	16	0.0390666	0.0334022	0.0264626	
0.019	17	1.36526	1.39175	1.39684	
0.019	18	1.36526	1.39175	1.39684	
0.019	19	1.36526	1.39175	1.39684	
