0 0.247504 -0.109998 0.539999
0.1 0.1977 -0.0515451 0.539999
0.2 0.147897 0.00690816 0.539999
0.3 0.0980935 0.0653615 0.539999
0.4 0.04829 0.123815 0.539999
0.5 -0.00151337 0.182268 0.539999
0.6 -0.0488266 0.237799 0.537685
0.7 -0.0911595 0.287484 0.530744
0.8 -0.128512 0.331324 0.519175
0.9 -0.160884 0.369319 0.502978
1 -0.188276 0.401468 0.482153
1.1 -0.210688 0.427772 0.456701
1.2 -0.228119 0.448231 0.42662
1.3 -0.24057 0.462844 0.391913
1.4 -0.24804 0.471612 0.352577
1.5 -0.25053 0.474535 0.308614
1.6 -0.25053 0.474535 0.262337
1.7 -0.25053 0.474535 0.21606
1.8 -0.25053 0.474535 0.169783
1.9 -0.25053 0.474535 0.123506
2 -0.25053 0.474535 0.0772287
2.1 -0.25053 0.474535 0.131229
2.2 -0.25053 0.474535 0.185229
2.3 -0.25053 0.474535 0.239228
2.4 -0.25053 0.474535 0.293228
2.5 -0.25053 0.474535 0.347228
2.6 -0.24804 0.471612 0.398142
2.7 -0.24057 0.462844 0.442884
2.8 -0.228119 0.448231 0.481453
2.9 -0.210688 0.427772 0.51385
3 -0.188276 0.401468 0.540074
3.1 -0.160884 0.369319 0.560127
3.2 -0.128512 0.331324 0.574007
3.3 -0.0911595 0.287484 0.581715
3.4 -0.0488266 0.237799 0.58325
3.5 -0.00151337 0.182268 0.578614
3.6 0.0460624 0.124787 0.571277
3.7 0.0891827 0.0692521 0.564712
3.8 0.127848 0.0156621 0.55892
3.9 0.162057 -0.0359826 0.5539
4 0.191811 -0.085682 0.549653
4.1 0.21711 -0.133436 0.546178
4.2 0.237954 -0.179245 0.543475
4.3 0.254342 -0.223108 0.541544
4.4 0.266275 -0.265026 0.540385
4.5 0.273752 -0.304999 0.539999
4.6 0.278739 -0.342049 0.539355
4.7 0.283201 -0.3752 0.537423
4.8 0.287138 -0.40445 0.534203
4.9 0.290551 -0.4298 0.529695
5 0.293438 -0.45125 0.523899
5.1 0.2958 -0.4688 0.516815
5.2 0.297638 -0.48245 0.508443
5.3 0.29895 -0.4922 0.498784
5.4 0.299738 -0.49805 0.487836
5.5 0.3 -0.5 0.4756
5.6 0.3 -0.5 0.46272
5.7 0.3 -0.5 0.44984
5.8 0.3 -0.5 0.43696
5.9 0.3 -0.5 0.42408
6 0.3 -0.5 0.4112
6.1 0.3 -0.5 0.42408
6.2 0.3 -0.5 0.43696
6.3 0.3 -0.5 0.44984
6.4 0.3 -0.5 0.46272
6.5 0.3 -0.5 0.4756
6.6 0.299738 -0.49805 0.487836
6.7 0.29895 -0.4922 0.498784
6.8 0.297638 -0.48245 0.508443
6.9 0.2958 -0.4688 0.516815
7 0.293438 -0.45125 0.523899
7.1 0.290551 -0.4298 0.529695
7.2 0.287138 -0.40445 0.534203
7.3 0.283201 -0.3752 0.537423
7.4 0.278739 -0.342049 0.539355
7.5 0.273752 -0.304999 0.539999
7.6 0.268502 -0.265999 0.539999
7.7 0.263253 -0.226999 0.539999
7.8 0.258003 -0.187999 0.539999
7.9 0.252753 -0.148999 0.539999
8 0.247504 -0.109998 0.539999
