0 0.249648 -0.109 0.373603
0.1 0.249684 -0.0506997 0.373603
0.2 0.249719 0.00760024 0.373603
0.3 0.249754 0.0659002 0.373603
0.4 0.249789 0.1242 0.373603
0.5 0.249824 0.1825 0.373603
0.6 0.249859 0.2408 0.373603
0.7 0.249895 0.2991 0.373603
0.8 0.24993 0.3574 0.373603
0.9 0.249965 0.4157 0.373603
1 0.25 0.474 0.373603
1.1 0.25 0.474 0.355342
1.2 0.25 0.474 0.337082
1.3 0.25 0.474 0.318822
1.4 0.25 0.474 0.300562
1.5 0.25 0.474 0.282301
1.6 0.25 0.474 0.264041
1.7 0.25 0.474 0.245781
1.8 0.25 0.474 0.227521
1.9 0.25 0.474 0.20926
2 0.25 0.474 0.191
2.1 0.25 0.474 0.22836
2.2 0.25 0.474 0.265721
2.3 0.25 0.474 0.303081
2.4 0.25 0.474 0.340441
2.5 0.25 0.474 0.377801
2.6 0.25 0.474 0.415162
2.7 0.25 0.474 0.452522
2.8 0.25 0.474 0.489882
2.9 0.25 0.474 0.527242
3 0.25 0.474 0.564603
3.1 0.249965 0.4157 0.545503
3.2 0.24993 0.3574 0.526403
3.3 0.249895 0.2991 0.507303
3.4 0.249859 0.2408 0.488203
3.5 0.249824 0.1825 0.469103
3.6 0.249789 0.1242 0.450003
3.7 0.249754 0.0659002 0.430903
3.8 0.249719 0.00760024 0.411803
3.9 0.249684 -0.0506997 0.392703
4 0.249648 -0.109 0.373603
4.1 0.254684 -0.1481 0.373603
4.2 0.259719 -0.1872 0.373603
4.3 0.264754 -0.2263 0.373603
4.4 0.269789 -0.2654 0.373603
4.5 0.274824 -0.3045 0.373603
4.6 0.279859 -0.3436 0.373603
4.7 0.284895 -0.3827 0.373603
4.8 0.28993 -0.4218 0.373603
4.9 0.294965 -0.4609 0.373603
5 0.3 -0.5 0.373603
5.1 0.3 -0.5 0.355342
5.2 0.3 -0.5 0.337082
5.3 0.3 -0.5 0.318822
5.4 0.3 -0.5 0.300562
5.5 0.3 -0.5 0.282301
5.6 0.3 -0.5 0.264041
5.7 0.3 -0.5 0.245781
5.8 0.3 -0.5 0.227521
5.9 0.3 -0.5 0.20926
6 0.3 -0.5 0.191
6.1 0.3 -0.5 0.20926
6.2 0.3 -0.5 0.227521
6.3 0.3 -0.5 0.245781
6.4 0.3 -0.5 0.264041
6.5 0.3 -0.5 0.282301
6.6 0.3 -0.5 0.300562
6.7 0.3 -0.5 0.318822
6.8 0.3 -0.5 0.337082
6.9 0.3 -0.5 0.355342
7 0.3 -0.5 0.373603
7.1 0.294965 -0.4609 0.373603
7.2 0.28993 -0.4218 0.373603
7.3 0.284895 -0.3827 0.373603
7.4 0.279859 -0.3436 0.373603
7.5 0.274824 -0.3045 0.373603
7.6 0.269789 -0.2654 0.373603
7.7 0.264754 -0.2263 0.373603
7.8 0.259719 -0.1872 0.373603
7.9 0.254684 -0.1481 0.373603
8 0.249648 -0.109 0.373603
